q	phi	n_nr	rank_minus1	is_max	V_minus1	argmax_m	V_argmax	margin
26387	26386	13193	1	1	446381.854970	13193	446381.854970	18278.622552
26399	26398	13199	1	1	446611.785791	13199	446611.785791	21920.339568
26407	26406	13203	1	1	446765.022382	13203	446765.022382	17271.631967
26423	26422	13211	1	1	447082.721714	13211	447082.721714	19633.115930
26431	26430	13215	1	1	447238.909360	13215	447238.909360	17301.694099
26459	26458	13229	1	1	447714.315055	13229	447714.315055	18323.447906
26479	26478	13239	1	1	448139.693588	13239	448139.693588	17333.643157
26539	26538	13269	1	1	449285.547036	13269	449285.547036	17376.203139
26591	26590	13295	1	1	450258.033515	13295	450258.033515	25277.836461
26627	26626	13313	1	1	450916.043031	13313	450916.043031	18446.648363
26647	26646	13323	1	1	451302.662588	13323	451302.662588	17403.561430
26683	26682	13341	1	1	451985.657489	13341	451985.657489	17413.683093
26687	26686	13343	1	1	452066.265837	13343	452066.265837	19811.709027
26699	26698	13349	1	1	452284.461041	13349	452284.461041	18486.726251
26711	26710	13355	1	1	452507.461095	13355	452507.461095	25374.311399
26723	26722	13361	1	1	452744.314454	13361	452744.314454	18521.428917
26731	26730	13365	1	1	452899.074903	13365	452899.074903	17485.933453
26759	26758	13379	1	1	453426.047759	13379	453426.047759	26541.357389
26783	26782	13391	1	1	453892.585977	13391	453892.585977	19875.519000
26839	26838	13419	1	1	454937.637097	13419	454937.637097	17547.662766
26879	26878	13439	1	1	455674.450599	13439	455674.450599	26662.431260
26863	26862	13431	1	1	455378.403600	13431	455378.403600	17535.555793
26891	26890	13445	1	1	455928.685329	13445	455928.685329	18637.313249
26903	26902	13451	1	1	456160.540614	13451	456160.540614	19973.326570
26927	26926	13463	1	1	456608.057384	13463	456608.057384	19949.659361
26947	26946	13473	1	1	456988.044194	13473	456988.044194	17601.983468
26951	26950	13475	1	1	457061.752703	13475	457061.752703	22365.394332
26959	26958	13479	1	1	457231.876750	13479	457231.876750	17650.757426
26987	26986	13493	1	1	457746.760586	13493	457746.760586	18692.764834
27011	27010	13505	1	1	458210.981197	13505	458210.981197	18725.050699
27031	27030	13515	1	1	458570.365002	13515	458570.365002	17665.065941
27059	27058	13529	1	1	459115.583304	13529	459115.583304	18736.860365
27043	27042	13521	1	1	458823.029245	13521	458823.029245	17688.187802
27067	27066	13533	1	1	459280.715086	13533	459280.715086	17712.469814
27091	27090	13545	1	1	459741.836345	13545	459741.836345	17702.507027
27103	27102	13551	1	1	459936.504376	13551	459936.504376	17708.415101
27107	27106	13553	1	1	460025.267003	13553	460025.267003	18778.403465
27127	27126	13563	1	1	460403.823528	13563	460403.823528	17733.768932
27143	27142	13571	1	1	460690.458646	13571	460690.458646	20169.301280
27179	27178	13589	1	1	461389.229677	13589	461389.229677	18834.760330
27191	27190	13595	1	1	461612.844995	13595	461612.844995	26961.203894
27211	27210	13605	1	1	462018.081547	13605	462018.081547	17810.383511
27239	27238	13619	1	1	462528.467864	13619	462528.467864	22619.915877
27259	27258	13629	1	1	462915.637217	13629	462915.637217	17839.519495
27271	27270	13635	1	1	463157.788160	13635	463157.788160	17834.655540
27299	27298	13649	1	1	463672.134582	13649	463672.134582	18902.302486
27283	27282	13641	1	1	463358.171478	13641	463358.171478	17835.762987
27367	27366	13683	1	1	464951.619351	13683	464951.619351	17893.523811
27427	27426	13713	1	1	466092.261449	13713	466092.261449	17930.875816
27407	27406	13703	1	1	465714.288931	13703	465714.288931	20340.538354
27431	27430	13715	1	1	466162.812386	13715	466162.812386	28875.528234
27479	27478	13739	1	1	467067.321162	13739	467067.321162	22808.384825
27487	27486	13743	1	1	467258.364698	13743	467258.364698	17989.359217
27527	27526	13763	1	1	468001.302159	13763	468001.302159	20449.734509
27539	27538	13769	1	1	468217.024212	13769	468217.024212	19066.989882
27551	27550	13775	1	1	468441.967879	13775	468441.967879	28995.254525
27583	27582	13791	1	1	469065.407572	13791	469065.407572	18040.626926
27611	27610	13805	1	1	469568.916659	13805	469568.916659	19140.173686
27631	27630	13815	1	1	469972.326993	13815	469972.326993	18062.997240
27647	27646	13823	1	1	470280.717115	13823	470280.717115	20482.502456
27691	27690	13845	1	1	471121.571740	13845	471121.571740	18092.317696
27739	27738	13869	1	1	472029.861269	13869	472029.861269	18103.853334
27743	27742	13871	1	1	472080.959530	13871	472080.959530	20580.897989
27751	27750	13875	1	1	472272.894491	13875	472272.894491	18159.261246
27763	27762	13881	1	1	472462.343414	13881	472462.343414	18137.045663
27767	27766	13883	1	1	472562.245008	13883	472562.245008	20629.877248
27779	27778	13889	1	1	472792.803655	13889	472792.803655	19234.955425
27791	27790	13895	1	1	473010.805747	13895	473010.805747	23072.933575
27799	27798	13899	1	1	473161.912107	13899	473161.912107	18159.698986
27803	27802	13901	1	1	473258.132940	13901	473258.132940	19284.010830
27823	27822	13911	1	1	473611.156384	13911	473611.156384	18177.362131
27827	27826	13913	1	1	473705.373083	13913	473705.373083	19295.370732
27847	27846	13923	1	1	474095.901033	13923	474095.901033	18200.887978
27851	27850	13925	1	1	474153.219465	13925	474153.219465	19291.458261
27883	27882	13941	1	1	474751.965648	13941	474751.965648	18227.756681
27919	27918	13959	1	1	475463.761128	13959	475463.761128	18269.108125
27943	27942	13971	1	1	475900.148123	13971	475900.148123	18253.334657
27947	27946	13973	1	1	475962.575240	13973	475962.575240	19360.570608
27967	27966	13983	1	1	476384.007578	13983	476384.007578	18308.118097
27983	27982	13991	1	1	476640.222114	13991	476640.222114	20759.304244
28019	28018	14009	1	1	477328.093636	14009	477328.093636	19413.343615
28027	28026	14013	1	1	477530.730781	14013	477530.730781	18336.310156
28031	28030	14015	1	1	477582.009365	14015	477582.009365	26619.077096
28051	28050	14025	1	1	477983.472124	14025	477983.472124	18324.327259
28087	28086	14043	1	1	478622.582498	14043	478622.582498	18353.026050
28099	28098	14049	1	1	478887.613445	14049	478887.613445	18386.873582
28111	28110	14055	1	1	479104.702258	14055	479104.702258	18375.837798
28123	28122	14061	1	1	479343.884014	14061	479343.884014	18353.101999
28151	28150	14075	1	1	479882.176492	14075	479882.176492	23367.510676
28163	28162	14081	1	1	480100.365925	14081	480100.365925	19519.395847
28183	28182	14091	1	1	480480.009086	14091	480480.009086	18421.051958
28211	28210	14105	1	1	481022.492366	14105	481022.492366	19554.674077
28219	28218	14109	1	1	481190.393586	14109	481190.393586	18475.636745
28279	28278	14139	1	1	482296.427050	14139	482296.427050	18478.573838
28283	28282	14141	1	1	482389.295396	14141	482389.295396	19606.899150
28307	28306	14153	1	1	482836.505919	14153	482836.505919	19592.065577
28319	28318	14159	1	1	483076.774233	14159	483076.774233	23523.003901
28351	28350	14175	1	1	483691.605145	14175	483691.605145	18561.186349
28387	28386	14193	1	1	484389.442244	14193	484389.442244	18581.330805
28403	28402	14201	1	1	484634.249293	14201	484634.249293	19673.246118
28411	28410	14205	1	1	484841.640969	14205	484841.640969	18593.918099
28439	28438	14219	1	1	485362.137935	14219	485362.137935	27034.323591
28447	28446	14223	1	1	485523.940274	14223	485523.940274	18609.170421
28463	28462	14231	1	1	485824.302711	14231	485824.302711	21131.850735
28499	28498	14249	1	1	486471.560824	14249	486471.560824	19742.854556
28547	28546	14273	1	1	487416.938819	14273	487416.938819	19740.192804
28559	28558	14279	1	1	487624.582557	14279	487624.582557	27139.789615
28571	28570	14285	1	1	487852.061044	14285	487852.061044	19772.812730
28579	28578	14289	1	1	488031.883777	14289	488031.883777	18686.132816
28591	28590	14295	1	1	488245.239882	14295	488245.239882	18674.525192
28603	28602	14301	1	1	488495.889949	14301	488495.889949	18683.604737
28607	28606	14303	1	1	488574.478233	14303	488574.478233	21200.216513
28619	28618	14309	1	1	488796.571722	14309	488796.571722	19809.050479
28627	28626	14313	1	1	488942.868706	14313	488942.868706	18726.440535
28631	28630	14315	1	1	489019.564817	14315	489019.564817	23754.973198
28643	28642	14321	1	1	489234.116214	14321	489234.116214	19853.012733
28663	28662	14331	1	1	489621.863500	14331	489621.863500	18721.395323
28687	28686	14343	1	1	490097.102504	14343	490097.102504	18768.724516
28703	28702	14351	1	1	490391.930223	14351	490391.930223	21312.329132
28711	28710	14355	1	1	490548.136346	14355	490548.136346	18741.151908
28723	28722	14361	1	1	490771.792806	14361	490771.792806	18779.462534
28751	28750	14375	1	1	491284.435964	14375	491284.435964	23871.048343
28759	28758	14379	1	1	491462.926656	14379	491462.926656	18808.136866
28771	28770	14385	1	1	491690.181336	14385	491690.181336	18783.198587
28807	28806	14403	1	1	492370.965457	14403	492370.965457	18821.995142
28843	28842	14421	1	1	493057.393695	14421	493057.393695	18846.733883
28859	28858	14429	1	1	493332.162925	14429	493332.162925	19984.394963
28867	28866	14433	1	1	493514.681067	14433	493514.681067	18854.641825
28871	28870	14435	1	1	493586.206494	14435	493586.206494	28606.015241
28879	28878	14439	1	1	493764.851995	14439	493764.851995	18894.269669
28927	28926	14463	1	1	494696.980244	14463	494696.980244	18931.502200
28979	28978	14489	1	1	495671.919719	14489	495671.919719	20085.264460
29023	29022	14511	1	1	496513.201921	14511	496513.201921	18970.556880
29027	29026	14513	1	1	496586.810549	14513	496586.810549	20111.724978
29059	29058	14529	1	1	497180.226333	14529	497180.226333	18949.885497
29063	29062	14531	1	1	497257.692636	14531	497257.692636	21572.596992
29123	29122	14561	1	1	498428.147839	14561	498428.147839	20194.903889
29131	29130	14565	1	1	498568.235311	14565	498568.235311	19018.712994
29147	29146	14573	1	1	498874.554089	14573	498874.554089	20176.560045
29167	29166	14583	1	1	499247.902135	14583	499247.902135	19064.993047
29179	29178	14589	1	1	499483.002301	14589	499483.002301	19075.575446
29191	29190	14595	1	1	499709.113121	14595	499709.113121	19081.768082
29207	29206	14603	1	1	500030.113669	14603	500030.113669	21686.883561
29231	29230	14615	1	1	500494.936408	14615	500494.936408	27797.013024
29243	29242	14621	1	1	500707.431707	14621	500707.431707	20269.483112
29251	29250	14625	1	1	500868.711605	14625	500868.711605	19100.644917
29287	29286	14643	1	1	501562.063677	14643	501562.063677	19172.303804
29303	29302	14651	1	1	501854.720035	14651	501854.720035	21754.351162
29311	29310	14655	1	1	502012.129454	14655	502012.129454	19132.964257
29327	29326	14663	1	1	502329.511365	14663	502329.511365	21748.971903
29339	29338	14669	1	1	502509.514854	14669	502509.514854	20317.482610
29347	29346	14673	1	1	502717.568981	14673	502717.568981	19212.753306
29363	29362	14681	1	1	502964.685843	14681	502964.685843	20348.245258
29383	29382	14691	1	1	503382.526967	14691	503382.526967	19212.472311
29387	29386	14693	1	1	503468.056999	14693	503468.056999	20348.556797
29399	29398	14699	1	1	503699.923570	14699	503699.923570	29044.664253
29411	29410	14705	1	1	503919.626682	14705	503919.626682	20395.598737
29423	29422	14711	1	1	504159.236418	14711	504159.236418	21851.027484
29443	29442	14721	1	1	504511.697355	14721	504511.697355	19235.739411
29483	29482	14741	1	1	505271.343036	14741	505271.343036	20436.171615
29527	29526	14763	1	1	506165.423125	14763	506165.423125	19327.420136
29531	29530	14765	1	1	506194.887625	14765	506194.887625	20468.802734
29567	29566	14783	1	1	506908.031044	14783	506908.031044	21897.062720
29587	29586	14793	1	1	507294.155426	14793	507294.155426	19343.376816
29599	29598	14799	1	1	507530.872930	14799	507530.872930	19362.717411
29611	29610	14805	1	1	507779.319165	14805	507779.319165	19387.408026
29663	29662	14831	1	1	508732.147152	14831	508732.147152	22017.721744
29671	29670	14835	1	1	508924.482918	14835	508924.482918	19413.304592
29683	29682	14841	1	1	509116.112926	14841	509116.112926	19382.983587
29723	29722	14861	1	1	509888.454355	14861	509888.454355	20605.438998
29759	29758	14879	1	1	510586.991514	14879	510586.991514	24701.886828
29803	29802	14901	1	1	511429.450106	14901	511429.450106	19500.461400
29819	29818	14909	1	1	511722.149463	14909	511722.149463	20642.224755
29851	29850	14925	1	1	512338.698102	14925	512338.698102	19516.692060
29863	29862	14931	1	1	512564.670856	14931	512564.670856	19503.852159
29867	29866	14933	1	1	512648.382987	14933	512648.382987	20686.316098
29879	29878	14939	1	1	512889.125485	14939	512889.125485	28390.206623
29927	29926	14963	1	1	513792.676888	14963	513792.676888	22164.290954
29947	29946	14973	1	1	514174.860267	14973	514174.860267	19567.354809
29959	29958	14979	1	1	514427.034192	14979	514427.034192	19555.957740
29983	29982	14991	1	1	514871.994823	14991	514871.994823	19599.761975
30011	30010	15005	1	1	515408.735240	15005	515408.735240	20788.976933
30047	30046	15023	1	1	516107.028838	15023	516107.028838	22301.787674
30059	30058	15029	1	1	516332.457644	15029	516332.457644	20838.094002
30071	30070	15035	1	1	516585.785033	15035	516585.785033	29784.499823
30091	30090	15045	1	1	516954.725165	15045	516954.725165	19689.549360
30103	30102	15051	1	1	517171.097048	15051	517171.097048	19672.410739
30119	30118	15059	1	1	517488.726510	15059	517488.726510	28629.771258
30139	30138	15069	1	1	517864.210623	15069	517864.210623	19707.313992
30187	30186	15093	1	1	518794.616684	15093	518794.616684	19759.329360
30203	30202	15101	1	1	519104.594715	15101	519104.594715	20943.036292
30211	30210	15105	1	1	519249.554101	15105	519249.554101	19755.033663
30223	30222	15111	1	1	519492.365638	15111	519492.365638	19723.985890
30259	30258	15129	1	1	520178.569818	15129	520178.569818	19738.129205
30271	30270	15135	1	1	520393.069225	15135	520393.069225	19781.686914
30307	30306	15153	1	1	521087.157623	15153	521087.157623	19796.943288
30319	30318	15159	1	1	521354.105949	15159	521354.105949	19854.911811
30323	30322	15161	1	1	521387.870446	15161	521387.870446	21022.607466
30347	30346	15173	1	1	521865.545403	15173	521865.545403	21029.878532
30367	30366	15183	1	1	522261.772295	15183	522261.772295	19873.332577
30391	30390	15195	1	1	522724.138603	15195	522724.138603	19846.143224
30403	30402	15201	1	1	522945.757863	15201	522945.757863	19847.914862
30427	30426	15213	1	1	523406.036775	15213	523406.036775	19899.682905
30431	30430	15215	1	1	523463.584933	15215	523463.584933	25253.115714
30467	30466	15233	1	1	524170.345614	15233	524170.345614	21112.409746
30491	30490	15245	1	1	524637.202187	15245	524637.202187	21107.372866
30539	30538	15269	1	1	525548.172371	15269	525548.172371	21170.144963
30559	30558	15279	1	1	525932.044545	15279	525932.044545	19966.666466
30631	30630	15315	1	1	527335.954960	15315	527335.954960	20053.755651
30643	30642	15321	1	1	527539.121754	15321	527539.121754	20031.858802
30671	30670	15335	1	1	528062.455770	15335	528062.455770	25447.188965
30703	30702	15351	1	1	528694.635816	15351	528694.635816	20046.032152
30707	30706	15353	1	1	528791.819495	15353	528791.819495	21284.584931
30727	30726	15363	1	1	529157.538611	15363	529157.538611	20087.060550
30763	30762	15381	1	1	529860.850140	15381	529860.850140	20094.663725
30803	30802	15401	1	1	530618.870288	15401	530618.870288	21354.302343
30839	30838	15419	1	1	531310.026281	15419	531310.026281	25601.239879
30851	30850	15425	1	1	531519.356459	15425	531519.356459	21360.784017
30859	30858	15429	1	1	531730.411457	15429	531730.411457	20205.219157
30871	30870	15435	1	1	531936.192906	15435	531936.192906	20189.304745
30911	30910	15455	1	1	532689.758786	15455	532689.758786	29359.293156
30931	30930	15465	1	1	533109.452371	15465	533109.452371	20228.647573
30971	30970	15485	1	1	533846.082921	15485	533846.082921	21444.768657
30983	30982	15491	1	1	534084.923788	15491	534084.923788	23020.658488
31019	31018	15509	1	1	534759.655415	15509	534759.655415	21497.800061
31039	31038	15519	1	1	535157.810265	15519	535157.810265	20252.296596
31051	31050	15525	1	1	535395.280316	15525	535395.280316	20312.033308
31063	31062	15531	1	1	535634.146327	15531	535634.146327	20305.055934
31091	31090	15545	1	1	536177.317230	15545	536177.317230	21565.198293
31079	31078	15539	1	1	535941.625354	15539	535941.625354	29533.702197
31123	31122	15561	1	1	536761.536373	15561	536761.536373	20317.208521
31139	31138	15569	1	1	537077.769999	15569	537077.769999	21575.887141
31147	31146	15573	1	1	537232.349126	15573	537232.349126	20340.325037
31151	31150	15575	1	1	537291.065851	15575	537291.065851	25831.550755
31159	31158	15579	1	1	537466.112135	15579	537466.112135	20348.969720
31183	31182	15591	1	1	537938.965332	15591	537938.965332	20364.344280
31219	31218	15609	1	1	538618.350368	15609	538618.350368	20410.179357
31223	31222	15611	1	1	538705.610140	15611	538705.610140	23168.407764
31231	31230	15615	1	1	538846.408086	15615	538846.408086	20417.331385
31259	31258	15629	1	1	539390.523686	15629	539390.523686	21652.439109
31247	31246	15623	1	1	539181.467473	15623	539181.467473	23215.566700
31267	31266	15633	1	1	539574.899862	15633	539574.899862	20466.556245
31271	31270	15635	1	1	539631.981943	15635	539631.981943	25962.552656
31307	31306	15653	1	1	540322.969315	15653	540322.969315	21695.833889
31319	31318	15659	1	1	540526.914494	15659	540526.914494	25998.953877
