q	phi	n_nr	rank_minus1	is_max	V_minus1	argmax_m	V_argmax	margin
53507	53506	26753	1	1	980835.958548	26753	980835.958548	37089.944730
53527	53526	26763	1	1	981251.664806	26763	981251.664806	35007.371999
53551	53550	26775	1	1	981741.751304	26775	981741.751304	35034.037753
53591	53590	26795	1	1	982515.647856	26795	982515.647856	53130.802311
53611	53610	26805	1	1	982950.426855	26805	982950.426855	35051.099011
53623	53622	26811	1	1	983188.984532	26811	983188.984532	35062.045537
53639	53638	26819	1	1	983509.960167	26819	983509.960167	50976.826568
53699	53698	26849	1	1	984742.366139	26849	984742.366139	37230.995855
53719	53718	26859	1	1	985134.745041	26859	985134.745041	35110.557070
53731	53730	26865	1	1	985381.425471	26865	985381.425471	35124.845638
53759	53758	26879	1	1	985954.506235	26879	985954.506235	56601.636330
53783	53782	26891	1	1	986443.820705	26891	986443.820705	39927.685180
53791	53790	26895	1	1	986621.383491	26895	986621.383491	35183.269267
53819	53818	26909	1	1	987169.401459	26909	987169.401459	37289.033465
53831	53830	26915	1	1	987414.876173	26915	987414.876173	44676.667643
53887	53886	26943	1	1	988585.232387	26943	988585.232387	35232.503994
53891	53890	26945	1	1	988649.692239	26945	988649.692239	37362.333724
53899	53898	26949	1	1	988804.893272	26949	988804.893272	35205.280944
53923	53922	26961	1	1	989286.056575	26961	989286.056575	35260.409876
53927	53926	26963	1	1	989373.283836	26963	989373.283836	40033.034426
53939	53938	26969	1	1	989614.549688	26969	989614.549688	37369.993743
53951	53950	26975	1	1	989828.417578	26975	989828.417578	44802.822080
53959	53958	26979	1	1	990025.399329	26979	990025.399329	35282.074655
53987	53986	26993	1	1	990587.195869	26993	990587.195869	37410.806844
54011	54010	27005	1	1	991048.658271	27005	991048.658271	37402.208428
54059	54058	27029	1	1	992060.895130	27029	992060.895130	37471.615118
54083	54082	27041	1	1	992552.717733	27041	992552.717733	37480.480369
54091	54090	27045	1	1	992711.783213	27045	992711.783213	35343.812615
54139	54138	27069	1	1	993690.138537	27069	993690.138537	35397.165100
54151	54150	27075	1	1	993951.053912	27075	993951.053912	35432.646875
54163	54162	27081	1	1	994159.943771	27081	994159.943771	35381.981921
54167	54166	27083	1	1	994259.638452	27083	994259.638452	40219.163172
54251	54250	27125	1	1	995947.324901	27125	995947.324901	37598.737785
54287	54286	27143	1	1	996685.088406	27143	996685.088406	40300.581852
54311	54310	27155	1	1	997193.047329	27155	997193.047329	51576.949478
54319	54318	27159	1	1	997377.411723	27159	997377.411723	35540.041628
54323	54322	27161	1	1	997426.749047	27161	997426.749047	37640.151104
54331	54330	27165	1	1	997596.800619	27165	997596.800619	35521.237551
54347	54346	27173	1	1	997926.745063	27173	997926.745063	37681.295781
54367	54366	27183	1	1	998321.814162	27183	998321.814162	35543.963472
54371	54370	27185	1	1	998408.156747	27185	998408.156747	37687.273709
54403	54402	27201	1	1	999060.441574	27201	999060.441574	35542.164478
54419	54418	27209	1	1	999392.540233	27209	999392.540233	37681.818941
54443	54442	27221	1	1	999868.805729	27221	999868.805729	37749.494485
54499	54498	27249	1	1	1001024.541919	27249	1001024.541919	35615.058411
54503	54502	27251	1	1	1001106.713764	27251	1001106.713764	40474.521343
54539	54538	27269	1	1	1001831.098636	27269	1001831.098636	37778.301371
54547	54546	27273	1	1	1002001.184765	27273	1002001.184765	35638.969514
54559	54558	27279	1	1	1002241.375357	27279	1002241.375357	35633.644343
54563	54562	27281	1	1	1002313.772267	27281	1002313.772267	37810.904428
54583	54582	27291	1	1	1002726.925963	27291	1002726.925963	35645.157692
54623	54622	27311	1	1	1003536.457768	27311	1003536.457768	40557.562394
54631	54630	27315	1	1	1003711.497685	27315	1003711.497685	35711.418122
54647	54646	27323	1	1	1004046.193991	27323	1004046.193991	40540.274479
54667	54666	27333	1	1	1004429.238838	27333	1004429.238838	35738.019015
54679	54678	27339	1	1	1004697.325081	27339	1004697.325081	35775.022947
54727	54726	27363	1	1	1005684.967437	27363	1005684.967437	35805.781959
54751	54750	27375	1	1	1006150.622002	27375	1006150.622002	35793.676467
54767	54766	27383	1	1	1006466.904593	27383	1006466.904593	40655.844189
54779	54778	27389	1	1	1006714.475756	27389	1006714.475756	37967.794829
54787	54786	27393	1	1	1006888.236623	27393	1006888.236623	35825.274063
54799	54798	27399	1	1	1007157.382806	27399	1007157.382806	35862.001555
54851	54850	27425	1	1	1008199.699549	27425	1008199.699549	38025.126285
54907	54906	27453	1	1	1009320.620074	27453	1009320.620074	35907.251639
54919	54918	27459	1	1	1009569.591001	27459	1009569.591001	35882.547967
54959	54958	27479	1	1	1010377.851151	27479	1010377.851151	45628.750705
54979	54978	27489	1	1	1010794.637946	27489	1010794.637946	35915.169512
54983	54982	27491	1	1	1010883.565789	27491	1010883.565789	40816.228319
55051	55050	27525	1	1	1012265.387604	27525	1012265.387604	35987.414363
55079	55078	27539	1	1	1012843.995177	27539	1012843.995177	54606.629605
55103	55102	27551	1	1	1013333.712701	27551	1013333.712701	40918.844778
55127	55126	27563	1	1	1013827.380751	27563	1013827.380751	40879.033911
55147	55146	27573	1	1	1014213.719135	27573	1014213.719135	36049.900478
55163	55162	27581	1	1	1014555.997192	27581	1014555.997192	38227.436193
55171	55170	27585	1	1	1014702.238256	27585	1014702.238256	36037.082155
55207	55206	27603	1	1	1015462.834294	27603	1015462.834294	36110.125157
55219	55218	27609	1	1	1015710.298158	27609	1015710.298158	36115.501701
55243	55242	27621	1	1	1016158.277198	27621	1016158.277198	36114.151447
55259	55258	27629	1	1	1016516.703557	27629	1016516.703557	38288.762201
55291	55290	27645	1	1	1017193.320268	27645	1017193.320268	36177.392177
55331	55330	27665	1	1	1017965.737271	27665	1017965.737271	38316.372840
55339	55338	27669	1	1	1018145.886170	27669	1018145.886170	36168.504069
55343	55342	27671	1	1	1018221.067277	27671	1018221.067277	41095.462747
55351	55350	27675	1	1	1018396.762249	27675	1018396.762249	36162.184775
55399	55398	27699	1	1	1019364.134844	27699	1019364.134844	36230.341936
55411	55410	27705	1	1	1019621.288377	27705	1019621.288377	36245.172805
55439	55438	27719	1	1	1020161.862103	27719	1020161.862103	54975.763491
55487	55486	27743	1	1	1021171.999319	27743	1021171.999319	41192.086621
55511	55510	27755	1	1	1021657.286305	27755	1021657.286305	46065.513734
55547	55546	27773	1	1	1022385.049257	27773	1022385.049257	38499.341046
55579	55578	27789	1	1	1023026.557002	27789	1023026.557002	36337.361022
55603	55602	27801	1	1	1023524.657097	27801	1023524.657097	36352.702111
55619	55618	27809	1	1	1023854.630407	27809	1023854.630407	38531.559342
55631	55630	27815	1	1	1024069.978635	27815	1024069.978635	46168.034299
55639	55638	27819	1	1	1024254.025171	27819	1024254.025171	36382.857762
55663	55662	27831	1	1	1024752.722263	27831	1024752.722263	36386.441910
55667	55666	27833	1	1	1024836.173143	27833	1024836.173143	38583.562148
55691	55690	27845	1	1	1025327.805767	27845	1025327.805767	38576.717681
55711	55710	27855	1	1	1025727.334238	27855	1025727.334238	36428.599906
55763	55762	27881	1	1	1026800.328394	27881	1026800.328394	38659.202893
55787	55786	27893	1	1	1027293.703721	27893	1027293.703721	38666.304655
55799	55798	27899	1	1	1027519.352788	27899	1027519.352788	46333.721960
55807	55806	27903	1	1	1027668.280850	27903	1027668.280850	36489.866436
55819	55818	27909	1	1	1027939.670855	27909	1027939.670855	36498.263543
55823	55822	27911	1	1	1028019.854451	27911	1028019.854451	41440.680732
55843	55842	27921	1	1	1028433.530430	27921	1028433.530430	36526.627883
55871	55870	27935	1	1	1028992.809396	27935	1028992.809396	46384.068798
55903	55902	27951	1	1	1029671.653059	27951	1029671.653059	36563.164732
55927	55926	27963	1	1	1030145.442721	27963	1030145.442721	36548.782588
55931	55930	27965	1	1	1030194.906119	27965	1030194.906119	38735.682125
55967	55966	27983	1	1	1030967.502491	27983	1030967.502491	41563.650870
55987	55986	27993	1	1	1031384.949413	27993	1031384.949413	36621.014806
56003	56002	28001	1	1	1031719.000083	28001	1031719.000083	38832.966051
56039	56038	28019	1	1	1032421.934339	28019	1032421.934339	46523.557207
56087	56086	28043	1	1	1033407.636853	28043	1033407.636853	41643.450679
56099	56098	28049	1	1	1033634.832211	28049	1033634.832211	38867.789348
56123	56122	28061	1	1	1034134.307498	28061	1034134.307498	38912.686831
56131	56130	28065	1	1	1034329.572524	28065	1034329.572524	36710.777822
56167	56166	28083	1	1	1035036.203973	28083	1035036.203973	36714.586872
56171	56170	28085	1	1	1035129.514579	28085	1035129.514579	38945.048433
56179	56178	28089	1	1	1035279.681805	28089	1035279.681805	36724.822721
56207	56206	28103	1	1	1035865.436499	28103	1035865.436499	41687.121205
56263	56262	28131	1	1	1037011.212419	28131	1037011.212419	36797.558149
56239	56238	28119	1	1	1036515.052125	28119	1036515.052125	36724.005706
56267	56266	28133	1	1	1037099.335607	28133	1037099.335607	38963.612724
56299	56298	28149	1	1	1037758.320285	28149	1037758.320285	36809.329459
56311	56310	28155	1	1	1038006.393836	28155	1038006.393836	36844.432279
56359	56358	28179	1	1	1038970.940440	28179	1038970.940440	36817.389468
56383	56382	28191	1	1	1039459.624718	28191	1039459.624718	36846.121038
56431	56430	28215	1	1	1040441.389130	28215	1040441.389130	36894.264838
56443	56442	28221	1	1	1040671.229347	28221	1040671.229347	36899.993869
56467	56466	28233	1	1	1041158.808385	28233	1041158.808385	36901.686095
56479	56478	28239	1	1	1041424.473301	28239	1041424.473301	36919.749819
56503	56502	28251	1	1	1041887.813213	28251	1041887.813213	36935.968261
56519	56518	28259	1	1	1042219.851515	28259	1042219.851515	46927.686526
56527	56526	28263	1	1	1042413.506553	28263	1042413.506553	36970.131688
56531	56530	28265	1	1	1042467.315839	28265	1042467.315839	39173.635695
56543	56542	28271	1	1	1042741.623981	28271	1042741.623981	41974.477756
56591	56590	28295	1	1	1043718.333374	28295	1043718.333374	56073.254854
56599	56598	28299	1	1	1043860.775855	28299	1043860.775855	37006.006302
56611	56610	28305	1	1	1044115.717613	28305	1044115.717613	37012.261408
56659	56658	28329	1	1	1045086.348031	28329	1045086.348031	37040.991809
56663	56662	28331	1	1	1045152.117440	28331	1045152.117440	42063.176899
56671	56670	28335	1	1	1045368.065138	28335	1045368.065138	37050.326181
56687	56686	28343	1	1	1045682.535404	28343	1045682.535404	42089.971975
56711	56710	28355	1	1	1046174.506294	28355	1046174.506294	47101.918488
56731	56730	28365	1	1	1046568.382772	28365	1046568.382772	37099.855797
56747	56746	28373	1	1	1046897.007280	28373	1046897.007280	39314.835966
56767	56766	28383	1	1	1047314.785502	28383	1047314.785502	37100.794760
56783	56782	28391	1	1	1047629.516562	28391	1047629.516562	42178.042185
56779	56778	28389	1	1	1047577.022665	28389	1047577.022665	37115.930466
56807	56806	28403	1	1	1048126.707753	28403	1048126.707753	42167.141257
56827	56826	28413	1	1	1048529.713711	28413	1048529.713711	37136.934419
56843	56842	28421	1	1	1048868.566306	28421	1048868.566306	39415.792586
56891	56890	28445	1	1	1049819.771983	28445	1049819.771983	39409.569935
56911	56910	28455	1	1	1050229.862842	28455	1050229.862842	37206.740143
56923	56922	28461	1	1	1050487.608335	28461	1050487.608335	37221.694802
56951	56950	28475	1	1	1051044.406639	28475	1051044.406639	54114.125198
56963	56962	28481	1	1	1051328.750888	28481	1051328.750888	39488.027026
56983	56982	28491	1	1	1051723.789914	28491	1051723.789914	37244.796208
56999	56998	28499	1	1	1052050.448023	28499	1052050.448023	56524.257048
57047	57046	28523	1	1	1053024.330160	28523	1053024.330160	42355.901304
57059	57058	28529	1	1	1053279.559602	28529	1053279.559602	39531.966236
57107	57106	28553	1	1	1054278.546440	28553	1054278.546440	39578.321764
57119	57118	28559	1	1	1054507.983728	28559	1054507.983728	61468.407398
57131	57130	28565	1	1	1054759.920728	28565	1054759.920728	39613.890391
57139	57138	28569	1	1	1054940.520229	28569	1054940.520229	37361.493951
57143	57142	28571	1	1	1054996.190231	28571	1054996.190231	42419.270849
57163	57162	28581	1	1	1055404.534903	28581	1055404.534903	37355.932342
57179	57178	28589	1	1	1055739.536189	28589	1055739.536189	39632.527268
57191	57190	28595	1	1	1055975.131878	28595	1055975.131878	47474.762550
57203	57202	28601	1	1	1056198.074996	28601	1056198.074996	39651.150824
57223	57222	28611	1	1	1056646.893822	28611	1056646.893822	37386.941564
57251	57250	28625	1	1	1057208.580723	28625	1057208.580723	39687.743354
57259	57258	28629	1	1	1057353.195635	28629	1057353.195635	37437.886967
57271	57270	28635	1	1	1057595.119827	28635	1057595.119827	37430.545372
57283	57282	28641	1	1	1057852.216533	28641	1057852.216533	37427.783069
57287	57286	28643	1	1	1057946.939571	28643	1057946.939571	42528.917046
57331	57330	28665	1	1	1058862.224944	28665	1058862.224944	37500.083309
57347	57346	28673	1	1	1059163.910075	28673	1059163.910075	39721.862252
57383	57382	28691	1	1	1059917.105893	28691	1059917.105893	42604.129500
57367	57366	28683	1	1	1059569.997719	28683	1059569.997719	37508.320818
57427	57426	28713	1	1	1060811.821496	28713	1060811.821496	37544.642063
57467	57466	28733	1	1	1061644.278032	28733	1061644.278032	39828.626897
57487	57486	28743	1	1	1062053.278648	28743	1062053.278648	37618.162639
57503	57502	28751	1	1	1062362.630062	28751	1062362.630062	42698.845597
57527	57526	28763	1	1	1062862.153312	28763	1062862.153312	42679.544063
57559	57558	28779	1	1	1063538.487091	28779	1063538.487091	37649.262096
57571	57570	28785	1	1	1063754.085881	28785	1063754.085881	37627.734650
57587	57586	28793	1	1	1064085.269028	28793	1064085.269028	39899.290353
57667	57666	28833	1	1	1065720.636985	28833	1065720.636985	37693.861845
57679	57678	28839	1	1	1065965.320803	28839	1065965.320803	37664.106165
57719	57718	28859	1	1	1066788.360732	28859	1066788.360732	47904.191398
57727	57726	28863	1	1	1066959.316459	28863	1066959.316459	37741.747543
57731	57730	28865	1	1	1067038.438711	28865	1067038.438711	40007.207194
57751	57750	28875	1	1	1067458.755107	28875	1067458.755107	37732.540230
57787	57786	28893	1	1	1068188.608973	28893	1068188.608973	37786.649318
57791	57790	28895	1	1	1068270.553791	28895	1068270.553791	57312.967832
57803	57802	28901	1	1	1068516.876016	28901	1068516.876016	40068.300990
57839	57838	28919	1	1	1069218.245866	28919	1069218.245866	54952.843402
57847	57846	28923	1	1	1069431.066704	28923	1069431.066704	37837.305585
57859	57858	28929	1	1	1069667.060226	28929	1069667.060226	37831.325108
57899	57898	28949	1	1	1070464.598138	28949	1070464.598138	40096.861062
57923	57922	28961	1	1	1070962.743407	28961	1070962.743407	40153.199417
57943	57942	28971	1	1	1071376.157735	28971	1071376.157735	37850.245103
57947	57946	28973	1	1	1071449.757512	28973	1071449.757512	40164.362787
57991	57990	28995	1	1	1072388.606651	28995	1072388.606651	37929.066925
58027	58026	29013	1	1	1073080.423318	29013	1073080.423318	37946.919229
58043	58042	29021	1	1	1073419.471248	29021	1073419.471248	40235.293089
58031	58030	29015	1	1	1073175.488341	29015	1073175.488341	48154.507974
58067	58066	29033	1	1	1073925.064449	29033	1073925.064449	40251.880182
58099	58098	29049	1	1	1074582.186326	29049	1074582.186326	37974.827205
58111	58110	29055	1	1	1074822.438103	29055	1074822.438103	38002.595475
58147	58146	29073	1	1	1075573.898470	29073	1075573.898470	38032.563429
58151	58150	29075	1	1	1075643.435031	29075	1075643.435031	48280.627967
58171	58170	29085	1	1	1076083.986554	29085	1076083.986554	38067.849817
58199	58198	29099	1	1	1076632.498224	29099	1076632.498224	48320.730140
58207	58206	29103	1	1	1076797.009447	29103	1076797.009447	38055.009337
58211	58210	29105	1	1	1076848.376084	29105	1076848.376084	40337.634545
58231	58230	29115	1	1	1077294.268086	29115	1077294.268086	38062.525821
58243	58242	29121	1	1	1077531.928983	29121	1077531.928983	38078.346066
58271	58270	29135	1	1	1078113.403737	29135	1078113.403737	55352.443769
58363	58362	29181	1	1	1079973.040075	29181	1079973.040075	38158.972410
58367	58366	29183	1	1	1080071.953138	29183	1080071.953138	43342.557158
58379	58378	29189	1	1	1080317.910544	29189	1080317.910544	40464.246558
58391	58390	29195	1	1	1080561.151758	29195	1080561.151758	48476.418871
58403	58402	29201	1	1	1080802.841855	29201	1080802.841855	40468.221248
58411	58410	29205	1	1	1080965.991331	29205	1080965.991331	38192.340901
58427	58426	29213	1	1	1081289.605213	29213	1081289.605213	40486.598495
58439	58438	29219	1	1	1081550.578604	29219	1081550.578604	61537.870480
58451	58450	29225	1	1	1081768.402080	29225	1081768.402080	40499.807637
58511	58510	29255	1	1	1083014.031749	29255	1083014.031749	58018.134867
58543	58542	29271	1	1	1083675.773172	29271	1083675.773172	38284.696600
58567	58566	29283	1	1	1084206.354778	29283	1084206.354778	38319.522014
58579	58578	29289	1	1	1084407.779224	29289	1084407.779224	38296.049947
58603	58602	29301	1	1	1084918.064561	29301	1084918.064561	38311.043493
58631	58630	29315	1	1	1085493.574284	29315	1085493.574284	55719.873669
58679	58678	29339	1	1	1086474.656331	29339	1086474.656331	55756.333474
58687	58686	29343	1	1	1086641.084495	29343	1086641.084495	38396.204198
58699	58698	29349	1	1	1086894.352217	29349	1086894.352217	38354.780470
58711	58710	29355	1	1	1087123.716297	29355	1087123.716297	38383.968965
58727	58726	29363	1	1	1087476.510515	29363	1087476.510515	43624.913344
58763	58762	29381	1	1	1088189.775036	29381	1088189.775036	40734.718900
58771	58770	29385	1	1	1088379.403313	29385	1088379.403313	38431.079982
58787	58786	29393	1	1	1088674.273204	29393	1088674.273204	40713.640931
58831	58830	29415	1	1	1089581.449419	29415	1089581.449419	38463.146930
58907	58906	29453	1	1	1091139.378869	29453	1091139.378869	40811.578849
58943	58942	29471	1	1	1091894.909978	29471	1091894.909978	43763.998407
58963	58962	29481	1	1	1092313.931652	29481	1092313.931652	38562.241889
58967	58966	29483	1	1	1092381.856597	29483	1092381.856597	43779.313423
58979	58978	29489	1	1	1092604.609070	29489	1092604.609070	40872.722706
58991	58990	29495	1	1	1092870.542771	29495	1092870.542771	48962.724036
59011	59010	29505	1	1	1093299.171002	29505	1093299.171002	38556.970646
59051	59050	29525	1	1	1094099.588613	29525	1094099.588613	40903.613576
59023	59022	29511	1	1	1093522.122512	29511	1093522.122512	38590.984117
59063	59062	29531	1	1	1094330.198696	29531	1094330.198696	43848.514505
59083	59082	29541	1	1	1094742.883285	29541	1094742.883285	38616.354311
59107	59106	29553	1	1	1095259.843448	29553	1095259.843448	38673.400748
59119	59118	29559	1	1	1095488.541096	29559	1095488.541096	38645.291784
59123	59122	29561	1	1	1095565.984622	29561	1095565.984622	40981.596896
59159	59158	29579	1	1	1096329.069715	29579	1096329.069715	49119.902099
59167	59166	29583	1	1	1096478.693946	29583	1096478.693946	38673.188751
59183	59182	29591	1	1	1096804.930945	29591	1096804.930945	43926.797379
59207	59206	29603	1	1	1097309.407544	29603	1097309.407544	43950.828511
59219	59218	29609	1	1	1097561.110806	29609	1097561.110806	41027.305849
59239	59238	29619	1	1	1097967.336585	29619	1097967.336585	38734.175841
59243	59242	29621	1	1	1098056.552589	29621	1098056.552589	41068.843725
59263	59262	29631	1	1	1098443.860142	29631	1098443.860142	38704.140332
59351	59350	29675	1	1	1100259.348240	29675	1100259.348240	58855.869534
59359	59358	29679	1	1	1100452.067635	29679	1100452.067635	38836.220106
59387	59386	29693	1	1	1101018.426225	29693	1101018.426225	41178.756108
59399	59398	29699	1	1	1101221.868179	29699	1101221.868179	49321.440254
59407	59406	29703	1	1	1101413.169858	29703	1101413.169858	38841.935708
59419	59418	29709	1	1	1101662.202226	29709	1101662.202226	38851.361202
59443	59442	29721	1	1	1102151.879409	29721	1102151.879409	38866.794067
59447	59446	29723	1	1	1102250.573685	29723	1102250.573685	44136.572126
59467	59466	29733	1	1	1102643.858960	29733	1102643.858960	38880.522741
59471	59470	29735	1	1	1102741.978741	29735	1102741.978741	56526.305095
59539	59538	29769	1	1	1104103.981991	29769	1104103.981991	38913.945989
59567	59566	29783	1	1	1104709.605695	29783	1104709.605695	44182.270158
59611	59610	29805	1	1	1105601.003430	29805	1105601.003430	38981.010351
59627	59626	29813	1	1	1105932.603216	29813	1105932.603216	41305.187395
59651	59650	29825	1	1	1106422.515003	29825	1106422.515003	41327.520729
59659	59658	29829	1	1	1106593.784302	29829	1106593.784302	38987.007439
59663	59662	29831	1	1	1106675.266550	29831	1106675.266550	44279.036298
59671	59670	29835	1	1	1106836.570073	29835	1106836.570073	39012.097582
59699	59698	29849	1	1	1107407.089775	29849	1107407.089775	41370.285367
59707	59706	29853	1	1	1107562.700068	29853	1107562.700068	39030.928507
59723	59722	29861	1	1	1107892.206245	29861	1107892.206245	41395.944524
59743	59742	29871	1	1	1108295.912826	29871	1108295.912826	39001.668853
59747	59746	29873	1	1	1108390.766316	29873	1108390.766316	41407.605547
59771	59770	29885	1	1	1108891.147086	29885	1108891.147086	41414.482187
59779	59778	29889	1	1	1109082.067197	29889	1109082.067197	39103.918642
59791	59790	29895	1	1	1109301.134850	29895	1109301.134850	39092.627944
59863	59862	29931	1	1	1110789.477336	29931	1110789.477336	39142.752317
59879	59878	29939	1	1	1111101.473377	29939	1111101.473377	49731.560392
59887	59886	29943	1	1	1111290.291602	29943	1111290.291602	39180.223290
59951	59950	29975	1	1	1112604.192975	29975	1112604.192975	56979.079040
59971	59970	29985	1	1	1112998.690538	29985	1112998.690538	39203.093162
59999	59998	29999	1	1	1113568.690385	29999	1113568.690385	49810.126092
60083	60082	30041	1	1	1115280.960913	30041	1115280.960913	41651.421318
60091	60090	30045	1	1	1115501.128961	30045	1115501.128961	39299.341344
60103	60102	30051	1	1	1115718.117823	30051	1115718.117823	39285.305780
60107	60106	30053	1	1	1115806.014084	30053	1115806.014084	41662.675590
60127	60126	30063	1	1	1116200.463939	30063	1116200.463939	39313.233694
60139	60138	30069	1	1	1116483.658840	30069	1116483.658840	39309.010320
60167	60166	30083	1	1	1117036.402540	30083	1117036.402540	44684.101461
60223	60222	30111	1	1	1118182.473958	30111	1118182.473958	39383.805453
60251	60250	30125	1	1	1118728.062574	30125	1118728.062574	41757.568662
60259	60258	30129	1	1	1118925.115427	30129	1118925.115427	39411.428362
60271	60270	30135	1	1	1119169.095828	30135	1119169.095828	39395.596667
60331	60330	30165	1	1	1120427.062161	30165	1120427.062161	39462.849145
60343	60342	30171	1	1	1120641.602478	30171	1120641.602478	39442.064640
60383	60382	30191	1	1	1121453.425451	30191	1121453.425451	44828.034818
60427	60426	30213	1	1	1122384.403667	30213	1122384.403667	39500.067881
60527	60526	30263	1	1	1124451.650745	30263	1124451.650745	44949.303797
60443	60442	30221	1	1	1122729.168191	30221	1122729.168191	41909.397471
60539	60538	30269	1	1	1124684.824934	30269	1124684.824934	41948.322540
60607	60606	30303	1	1	1126083.713921	30303	1126083.713921	39622.508156
60611	60610	30305	1	1	1126166.010312	30305	1126166.010312	41996.522001
60623	60622	30311	1	1	1126424.865816	30311	1126424.865816	45003.688856
60631	60630	30315	1	1	1126568.934804	30315	1126568.934804	39636.405502
60647	60646	30323	1	1	1126924.027419	30323	1126924.027419	45032.385252
60659	60658	30329	1	1	1127162.008517	30329	1127162.008517	41997.087777
60679	60678	30339	1	1	1127600.400526	30339	1127600.400526	39701.712980
60703	60702	30351	1	1	1128050.550311	30351	1128050.550311	39687.040914
60719	60718	30359	1	1	1128376.130111	30359	1128376.130111	50411.321270
60727	60726	30363	1	1	1128589.464766	30363	1128589.464766	39725.452562
60763	60762	30381	1	1	1129305.391324	30381	1129305.391324	39732.682354
60779	60778	30389	1	1	1129598.957866	30389	1129598.957866	42114.709378
60811	60810	30405	1	1	1130303.765236	30405	1130303.765236	39776.609717
60859	60858	30429	1	1	1131258.805230	30429	1131258.805230	39782.274188
60887	60886	30443	1	1	1131854.110157	30443	1131854.110157	45202.436026
60899	60898	30449	1	1	1132110.184934	30449	1132110.184934	42194.707360
60919	60918	30459	1	1	1132520.573714	30459	1132520.573714	39828.667890
60923	60922	30461	1	1	1132599.857146	30461	1132599.857146	42223.906100
60943	60942	30471	1	1	1132998.489096	30471	1132998.489096	39833.846125
61007	61006	30503	1	1	1134310.539459	30503	1134310.539459	45278.428893
61027	61026	30513	1	1	1134752.358048	30513	1134752.358048	39930.436281
61031	61030	30515	1	1	1134799.567709	30515	1134799.567709	57993.853490
61043	61042	30521	1	1	1135067.302995	30521	1135067.302995	42317.987725
61051	61050	30525	1	1	1135224.784798	30525	1135224.784798	39932.760667
61091	61090	30545	1	1	1136030.899226	30545	1136030.899226	42343.068644
61099	61098	30549	1	1	1136225.006462	30549	1136225.006462	39947.717228
61151	61150	30575	1	1	1137282.908441	30575	1137282.908441	65809.030434
61223	61222	30611	1	1	1138776.553906	30611	1138776.553906	45454.154347
61211	61210	30605	1	1	1138523.611886	30605	1138523.611886	42441.237311
61231	61230	30615	1	1	1138946.051521	30615	1138946.051521	40044.655600
61283	61282	30641	1	1	1139999.190108	30641	1139999.190108	42481.613497
61291	61290	30645	1	1	1140181.888622	30645	1140181.888622	40084.161922
61331	61330	30665	1	1	1140971.870590	30665	1140971.870590	42464.929805
61339	61338	30669	1	1	1141163.128589	30669	1141163.128589	40106.601333
61343	61342	30671	1	1	1141229.982140	30671	1141229.982140	45534.434868
61363	61362	30681	1	1	1141652.279034	30681	1141652.279034	40121.174665
61379	61378	30689	1	1	1141990.903902	30689	1141990.903902	42531.105070
61403	61402	30701	1	1	1142479.492910	30701	1142479.492910	42543.304563
61463	61462	30731	1	1	1143726.247317	30731	1143726.247317	45641.738888
61471	61470	30735	1	1	1143884.077867	30735	1143884.077867	40194.942149
61483	61482	30741	1	1	1144112.420165	30741	1144112.420165	40193.206250
61487	61486	30743	1	1	1144215.567120	30743	1144215.567120	45663.155015
61507	61506	30753	1	1	1144624.355129	30753	1144624.355129	40207.465463
61511	61510	30755	1	1	1144692.444138	30755	1144692.444138	51068.126492
61519	61518	30759	1	1	1144873.094212	30759	1144873.094212	40217.275611
61543	61542	30771	1	1	1145348.791367	30771	1145348.791367	40241.616080
61547	61546	30773	1	1	1145432.766367	30773	1145432.766367	42666.594128
61559	61558	30779	1	1	1145710.716683	30779	1145710.716683	51123.729600
61583	61582	30791	1	1	1146192.878488	30791	1146192.878488	45713.137152
61603	61602	30801	1	1	1146604.422945	30801	1146604.422945	40265.565690
61627	61626	30813	1	1	1147088.445526	30813	1147088.445526	40297.506574
61631	61630	30815	1	1	1147185.892856	30815	1147185.892856	58542.580760
61643	61642	30821	1	1	1147420.869072	30821	1147420.869072	42726.872706
61651	61650	30825	1	1	1147587.842842	30825	1147587.842842	40299.063457
61667	61666	30833	1	1	1147912.019465	30833	1147912.019465	42737.732199
61687	61686	30843	1	1	1148359.097784	30843	1148359.097784	40346.248497
61703	61702	30851	1	1	1148659.687982	30851	1148659.687982	45832.499740
61723	61722	30861	1	1	1149071.608753	30861	1149071.608753	40312.899012
61751	61750	30875	1	1	1149634.087644	30875	1149634.087644	51273.606104
61819	61818	30909	1	1	1151083.696356	30909	1151083.696356	40402.989020
61843	61842	30921	1	1	1151565.168066	30921	1151565.168066	40455.220356
61871	61870	30935	1	1	1152118.723343	30935	1152118.723343	66584.751924
61879	61878	30939	1	1	1152306.526193	30939	1152306.526193	40472.128028
61927	61926	30963	1	1	1153318.691384	30963	1153318.691384	40519.964202
61967	61966	30983	1	1	1154108.754960	30983	1154108.754960	46005.584254
61979	61978	30989	1	1	1154368.994902	30989	1154368.994902	42942.538354
61987	61986	30993	1	1	1154543.116457	30993	1154543.116457	40545.417310
61991	61990	30995	1	1	1154582.401191	30995	1154582.401191	61475.866578
62003	62002	31001	1	1	1154853.253305	31001	1154853.253305	42972.622561
62011	62010	31005	1	1	1155019.918606	31005	1155019.918606	40534.686279
62039	62038	31019	1	1	1155595.523563	31019	1155595.523563	65330.265711
62047	62046	31023	1	1	1155738.482918	31023	1155738.482918	40554.397702
