# mr1_par Xmax=300000000000000 grid=438 T=11 NCHUNK=224
# schema: N<TAB>x<TAB>a<TAB>count  and  TOTAL<TAB>N<TAB>x<TAB>pi_x
11	1994794	10	14851
TOTAL	11	1994794	148559
19	1994794	0	1
19	1994794	1	8211
19	1994794	2	8231
19	1994794	3	8285
19	1994794	4	8286
19	1994794	5	8287
19	1994794	6	8239
19	1994794	7	8245
19	1994794	8	8288
19	1994794	9	8222
19	1994794	10	8236
19	1994794	11	8282
19	1994794	12	8231
19	1994794	13	8241
19	1994794	14	8234
19	1994794	15	8249
19	1994794	16	8230
19	1994794	17	8257
19	1994794	18	8304
TOTAL	19	1994794	148559
23	1994794	0	1
23	1994794	1	6756
23	1994794	2	6773
23	1994794	3	6740
23	1994794	4	6741
23	1994794	5	6745
23	1994794	6	6765
23	1994794	7	6778
23	1994794	8	6749
23	1994794	9	6723
23	1994794	10	6727
23	1994794	11	6783
23	1994794	12	6724
23	1994794	13	6798
23	1994794	14	6770
23	1994794	15	6762
23	1994794	16	6740
23	1994794	17	6726
23	1994794	18	6755
23	1994794	19	6722
23	1994794	20	6780
23	1994794	21	6735
23	1994794	22	6766
TOTAL	23	1994794	148559
7	2088774	0	1
7	2088774	1	25819
7	2088774	2	25821
7	2088774	3	25875
7	2088774	4	25838
7	2088774	5	25863
7	2088774	6	25834
TOTAL	7	2088774	155051
8	2088774	0	0
8	2088774	1	38670
8	2088774	2	1
8	2088774	3	38767
8	2088774	4	0
8	2088774	5	38826
8	2088774	6	0
8	2088774	7	38787
TOTAL	8	2088774	155051
11	2088774	0	1
11	2088774	1	15505
11	2088774	2	15506
11	2088774	3	15494
11	2088774	4	15486
11	2088774	5	15507
11	2088774	6	15518
11	2088774	7	15520
11	2088774	8	15512
11	2088774	9	15515
11	2088774	10	15487
TOTAL	11	2088774	155051
19	2088774	0	1
19	2088774	1	8570
19	2088774	2	8592
19	2088774	3	8655
19	2088774	4	8656
19	2088774	5	8642
19	2088774	6	8603
19	2088774	7	8633
19	2088774	8	8651
19	2088774	9	8587
19	2088774	10	8595
19	2088774	11	8625
19	2088774	12	8594
19	2088774	13	8615
19	2088774	14	8587
19	2088774	15	8612
19	2088774	16	8584
19	2088774	17	8618
19	2088774	18	8631
TOTAL	19	2088774	155051
23	2088774	0	1
23	2088774	1	7053
23	2088774	2	7057
23	2088774	3	7051
23	2088774	4	7049
